,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ
1033,6.0,4.6,44979,7.9,14.1,22.4,10.5,7.5,31.0,1.6,12.9,1.9,1.7,3.8,3.0
1034,9.2,5.2,38580,8.9,16.5,21.6,11.7,9.2,41.9,2.4,18.9,0.8,1.6,7.6,2.5
1035,14.7,5.2,27866,16.1,15.9,23.8,14.8,12.0,24.0,1.7,1.3,5.4,2.4,6.3,1.5
1036,6.1,4.0,39696,6.9,11.8,24.3,8.9,11.2,58.3,1.2,6.4,1.0,1.4,3.6,1.5
1037,9.5,3.3,47302,9.4,27.9,18.4,13.8,8.2,22.2,1.5,2.9,2.0,0.8,4.8,1.1
1038,15.2,7.6,27622,11.9,15.1,22.0,11.5,11.1,36.6,3.0,12.2,4.3,3.5,8.1,4.0
1039,7.0,4.7,42578,4.5,29.1,15.5,13.2,5.1,10.3,0.8,4.0,0.5,1.2,5.0,1.3
1040,6.5,5.0,52036,6.1,16.2,21.3,9.7,5.2,24.3,3.3,18.2,0.3,1.5,9.3,2.6
1041,10.4,5.5,36169,9.6,14.9,21.5,12.0,8.4,22.9,3.3,11.2,0.8,2.1,9.2,3.6
1042,11.6,6.5,21773,10.8,24.3,15.2,17.3,4.7,16.2,0.3,2.6,6.3,1.3,6.6,11.3
1043,12.0,5.3,30920,8.5,26.1,18.6,15.8,5.8,5.1,0.5,1.9,7.7,1.4,3.8,1.1
1044,18.2,9.6,23374,12.6,23.6,18.2,21.0,7.3,5.2,0.3,1.7,14.0,1.4,5.7,1.4
1045,16.4,6.4,20698,11.2,20.8,18.2,17.3,8.7,27.1,0.1,1.8,7.7,2.6,6.3,15.5
1046,9.5,5.6,27866,6.5,24.9,18.6,16.1,6.2,6.2,0.3,1.4,5.4,1.3,3.6,1.9
1047,14.8,8.2,25876,9.4,26.1,17.1,19.5,6.5,7.8,0.2,1.8,8.3,1.2,5.1,1.2
1048,15.4,8.2,24884,11.0,24.6,18.0,21.0,7.1,5.3,0.2,1.2,10.6,1.4,5.7,1.5
1049,18.3,6.7,22027,9.4,16.7,20.2,15.1,11.0,13.7,0.4,4.8,9.3,1.0,6.6,14.0
1050,14.0,6.0,24876,8.0,29.5,16.2,17.2,6.3,5.3,0.1,3.6,4.5,0.7,7.0,3.3
1051,12.6,4.8,31005,9.7,12.9,24.7,11.6,9.5,26.0,2.9,12.6,3.8,2.2,7.1,1.7
1052,12.9,7.2,25778,9.4,24.4,17.6,18.3,5.4,10.8,0.3,2.1,8.8,1.0,7.2,5.9
1053,8.6,4.8,42760,6.1,15.9,21.5,11.7,6.3,27.7,1.9,11.2,2.8,1.1,5.4,1.0
1054,15.3,7.2,23850,7.4,34.3,12.6,18.8,3.3,5.0,0.3,1.2,7.2,1.3,6.8,1.5
1055,14.6,8.9,26503,10.9,29.9,16.1,19.8,4.6,4.3,0.7,1.2,6.1,1.3,3.9,1.7
1056,13.0,5.9,27646,9.0,32.0,16.8,17.9,6.8,6.0,0.2,2.6,12.3,1.9,5.7,1.6
1057,11.4,2.3,30489,9.8,25.5,20.7,15.6,5.1,2.5,0.5,7.5,3.8,0.7,7.6,3.1
1058,18.1,4.0,28824,5.9,13.1,19.7,9.6,8.9,11.7,0.7,15.9,5.1,1.4,6.8,5.8
1059,6.4,3.6,40441,5.1,13.1,24.7,8.8,9.0,21.0,1.9,17.4,2.3,1.5,4.2,0.6
1060,5.5,2.6,32795,5.2,14.0,26.7,8.7,10.2,7.7,0.6,6.8,4.4,1.1,3.0,0.7
1061,8.5,4.4,33602,4.0,25.1,17.6,14.2,5.5,4.6,0.8,3.8,3.8,1.0,6.5,2.5
1062,9.2,3.1,26526,8.4,22.6,18.5,10.7,7.7,7.0,0.1,3.6,30.8,2.1,2.4,1.5
1063,10.4,2.4,28504,8.7,24.6,23.0,13.1,5.4,3.6,0.0,3.3,2.0,0.6,3.6,3.2
1064,7.4,2.6,31768,9.6,25.0,21.2,12.9,5.4,6.6,1.6,4.3,3.1,0.8,4.3,1.8
1065,8.9,3.7,39667,5.6,14.6,24.7,10.1,8.2,19.4,2.3,13.4,3.1,2.3,6.3,1.7
1066,11.3,2.9,29716,12.4,20.4,24.9,14.1,6.3,11.4,4.7,8.3,2.9,2.0,7.2,1.9
1067,12.6,3.4,28856,8.1,17.8,23.9,13.4,7.4,12.7,0.7,12.3,6.1,1.3,7.1,4.2
1068,5.8,3.3,39952,5.2,10.0,28.2,7.5,7.0,18.2,2.1,8.1,1.3,2.7,3.4,1.2
1069,7.1,3.1,34013,5.5,10.5,26.9,8.8,9.0,8.4,0.5,8.4,1.4,1.7,3.1,2.3
1070,13.1,4.6,29815,8.0,14.1,23.0,10.6,8.6,13.1,1.9,17.6,2.4,2.9,5.3,5.1
1071,15.7,2.3,31694,6.8,17.1,21.0,11.0,4.1,11.8,2.3,11.4,3.0,1.4,7.1,4.1
1072,11.0,2.9,30553,8.0,25.0,20.8,17.5,7.3,10.1,0.5,4.8,4.7,1.0,6.2,2.8
1073,15.3,5.0,24864,9.6,21.0,25.0,17.3,11.9,5.6,0.1,5.4,10.6,2.9,5.4,3.1
1074,12.7,2.6,27772,16.6,19.3,24.3,13.2,9.1,27.2,6.9,6.1,3.2,2.4,4.2,1.4
1075,14.5,3.8,28689,7.0,16.0,18.2,11.5,5.6,8.7,0.8,12.6,4.4,1.2,8.0,7.8
1076,23.3,8.9,20589,19.6,20.9,22.2,25.9,5.9,32.5,0.0,1.5,24.0,2.8,7.7,1.9
1077,16.5,9.7,28934,9.2,12.7,25.2,15.1,9.9,25.6,0.5,7.7,10.8,2.2,5.0,0.6
1078,21.8,6.7,23741,14.5,16.3,23.8,18.9,11.7,47.3,0.5,4.7,14.5,2.8,8.5,4.3
1079,19.4,8.9,21809,16.8,17.2,24.5,14.7,8.5,34.8,0.2,0.7,28.0,2.7,4.9,0.0
1080,22.0,7.4,21892,13.4,16.3,24.3,15.6,10.6,32.8,0.1,0.9,27.8,2.1,6.2,2.0
1081,17.1,4.8,21931,19.7,15.4,22.1,18.2,8.5,23.8,0.1,0.3,21.3,5.6,3.3,4.0
1082,19.7,7.6,23542,18.4,15.7,23.4,15.0,10.0,35.5,0.9,1.3,21.9,4.9,5.2,6.8
1083,19.7,7.7,20180,22.4,16.1,24.7,19.6,10.2,22.8,0.5,1.2,26.6,3.3,5.3,1.5
1084,20.6,7.2,23793,12.8,15.8,24.4,16.1,11.7,52.7,0.5,6.7,16.9,2.5,7.7,1.3
1085,25.5,5.1,21109,15.4,17.5,23.9,21.9,10.9,21.9,0.1,0.8,19.0,0.9,5.3,0.9
1086,10.2,3.3,29009,9.4,25.0,19.2,18.6,5.3,3.2,0.1,0.7,3.5,0.8,5.7,2.1
1087,18.3,4.3,29365,5.8,11.4,20.3,11.2,7.2,21.0,1.2,11.3,4.4,1.8,6.0,5.2
1088,11.6,3.3,25069,14.1,15.5,21.2,15.0,9.2,9.9,0.3,1.7,16.5,1.0,5.2,9.0
1089,17.2,7.1,21884,16.9,19.4,24.9,25.8,10.5,5.6,0.0,0.0,20.3,2.7,9.6,0.7
1090,11.9,4.7,22895,11.0,17.0,21.9,16.5,8.9,12.0,0.1,2.4,7.2,1.5,5.5,9.0
1091,21.0,6.4,22581,19.1,21.2,22.8,22.5,7.5,5.5,0.0,0.4,20.5,2.0,6.9,1.4
1092,20.9,7.2,20696,19.2,21.3,20.9,24.9,8.3,5.6,0.0,0.7,15.0,2.9,8.3,3.6
1093,15.2,5.1,30237,9.7,14.3,23.8,13.3,10.8,37.7,1.9,13.3,0.9,1.6,9.0,1.7
1094,15.4,5.1,24146,8.0,12.0,21.6,12.0,7.6,14.0,0.3,3.6,9.2,2.6,5.6,8.6
1095,15.5,2.6,22602,13.0,18.2,23.0,13.5,7.4,7.4,0.2,1.6,16.1,2.3,6.0,8.1
1096,16.4,2.3,23083,14.0,20.0,21.6,14.2,8.5,7.3,0.1,1.7,8.6,1.6,5.2,9.3
1097,13.2,5.2,22445,15.8,15.4,25.3,12.4,6.5,10.5,1.0,1.2,8.5,2.2,6.7,8.5
1098,14.0,4.5,22302,16.0,16.8,21.9,13.7,9.4,11.8,0.5,3.3,11.1,1.4,5.9,12.5
1099,14.4,8.8,22018,8.6,8.3,22.1,20.4,7.9,30.5,0.8,4.3,9.5,1.8,5.3,17.7
1100,15.5,5.7,20836,13.7,15.9,21.9,17.1,8.6,11.2,0.0,3.7,14.2,1.1,6.4,9.0
1101,18.2,6.7,22693,21.4,22.1,20.3,26.1,5.9,6.0,0.0,0.7,17.6,1.6,5.3,3.3
1102,16.3,5.7,22575,15.6,15.8,21.2,21.2,8.9,8.1,0.3,4.1,14.3,2.1,6.5,10.6
1103,20.7,5.2,23185,15.4,17.5,23.8,19.7,11.8,16.7,0.5,2.1,11.8,3.2,6.5,1.5
1104,16.2,5.8,22205,19.3,19.5,22.3,23.7,6.7,4.5,0.1,0.9,9.7,1.6,6.5,1.6
1105,17.6,3.1,21661,15.5,20.2,22.0,12.9,7.8,23.0,4.4,0.7,11.1,3.2,5.2,3.1
1106,17.2,5.8,22106,11.3,20.8,21.3,17.7,9.6,11.0,0.8,16.6,15.5,2.7,5.9,3.2
1107,4.2,1.6,34799,4.7,26.9,20.8,15.6,5.7,6.5,0.0,3.6,8.1,0.2,3.6,1.4
1108,14.5,3.6,27476,5.2,25.0,17.8,15.7,5.9,11.0,0.3,0.0,15.9,0.6,0.6,0.0
1109,8.2,4.4,29074,8.6,28.6,17.3,18.8,1.1,4.3,0.0,0.0,20.3,1.2,2.6,2.2
1110,7.7,0.3,27365,6.8,25.7,20.2,12.8,0.0,6.1,0.9,0.0,14.0,3.4,0.0,1.3
1111,10.6,3.3,34014,4.7,27.8,15.5,14.4,2.2,8.1,2.5,9.0,7.9,1.4,2.4,3.8
1112,19.0,6.2,22737,10.5,24.3,21.0,14.8,4.5,3.9,0.3,0.6,13.9,5.2,5.2,0.7
1113,18.7,7.9,23471,12.9,14.8,29.4,18.4,3.7,44.6,0.1,1.3,20.0,4.1,4.9,1.0
1114,19.5,8.4,23822,10.7,28.9,17.9,19.8,2.9,9.8,0.2,0.3,15.5,1.2,2.6,2.1
1115,19.1,5.0,26224,8.2,18.3,20.2,18.7,7.5,9.6,0.4,9.1,7.2,1.6,9.9,3.4
1116,7.9,0.8,29649,4.9,29.7,21.0,13.5,5.0,7.0,0.0,1.2,8.3,0.9,2.7,0.6
1117,12.5,0.0,26767,3.7,25.6,21.9,11.7,2.3,0.0,1.3,0.0,11.1,3.2,4.6,0.0
1118,10.6,1.5,27951,5.4,28.2,22.3,17.7,3.1,4.9,0.3,1.8,12.6,0.3,4.2,1.3
1119,15.2,0.6,28860,8.0,26.5,20.0,14.3,5.4,3.9,0.6,2.0,7.1,1.9,3.8,1.5
1120,8.4,2.5,29526,11.4,22.4,21.6,12.0,5.5,10.7,5.1,1.3,11.2,0.7,3.4,2.0
1121,10.2,4.8,27397,10.2,24.6,20.4,17.2,5.5,11.1,1.3,1.4,6.7,0.1,3.8,1.0
1122,12.7,4.2,33734,10.0,12.3,25.8,10.6,9.6,30.2,3.8,18.1,1.1,2.0,7.2,2.3
1123,10.3,1.6,25790,18.1,19.9,26.9,10.6,8.2,16.5,2.0,0.7,8.7,0.0,3.5,2.5
1124,13.8,1.6,27757,7.3,26.5,19.0,17.0,5.4,4.2,0.4,1.3,4.0,1.1,1.8,2.6
1125,10.3,3.8,28583,4.6,24.9,19.9,17.9,4.9,3.6,0.1,1.7,13.3,0.1,3.8,4.6
1126,9.1,1.4,33572,6.8,26.0,20.2,16.9,1.7,5.6,0.0,1.1,4.5,0.5,2.6,2.4
1127,7.5,0.2,27109,3.9,28.3,20.5,15.6,6.9,3.4,0.0,1.1,11.5,0.8,1.8,2.5
1128,5.1,2.9,34731,4.3,25.2,19.3,13.0,2.5,4.2,0.2,0.7,8.6,0.0,3.4,1.8
1129,11.2,1.4,27421,9.9,25.0,22.5,16.3,3.9,6.1,0.4,0.5,22.9,0.1,1.8,1.6
1130,12.7,4.1,26917,7.3,24.8,22.6,18.5,6.7,1.4,0.3,1.6,17.4,1.2,3.2,1.4
1131,9.4,2.0,23652,13.8,18.2,18.8,16.4,9.5,19.4,2.2,4.0,6.2,2.1,7.1,20.7
1132,11.7,3.7,28410,8.8,26.5,19.9,13.4,8.1,9.9,0.4,1.4,23.1,1.4,6.0,1.0
1133,9.5,7.3,23870,11.5,24.4,22.6,17.5,10.1,13.6,0.7,1.8,9.1,1.1,6.6,1.6
1134,13.1,3.4,30929,6.5,13.0,23.0,10.7,7.9,18.4,2.1,18.3,1.7,2.1,5.7,4.3
1135,7.9,0.0,24813,7.4,19.4,29.2,9.9,0.6,3.5,1.7,1.4,12.9,2.6,0.0,0.0
1136,8.2,0.7,28299,2.2,28.9,15.0,17.3,2.2,2.1,0.0,0.0,19.4,0.0,0.7,0.0
1137,17.0,0.0,26384,10.9,22.0,22.9,10.8,1.0,5.3,0.0,0.0,8.1,4.9,1.0,0.2
1138,15.8,3.0,27528,9.9,15.3,25.1,11.1,8.5,20.0,4.3,9.2,2.7,2.4,6.1,3.1
1139,8.3,3.8,29847,11.3,16.9,26.0,9.7,6.4,21.0,4.9,6.8,4.6,2.5,4.3,1.4
1140,7.4,0.4,34441,5.1,27.2,16.7,13.2,2.9,2.6,0.5,0.8,9.0,0.3,1.3,4.4
1141,13.5,3.1,22943,15.7,14.2,25.5,11.4,9.1,30.1,7.6,3.6,5.4,3.7,1.6,6.7
1142,8.4,1.1,28793,7.3,25.1,22.2,15.2,5.1,4.7,0.3,1.4,1.8,0.6,4.4,3.0
1143,14.2,1.9,27192,4.2,15.1,19.6,10.0,4.9,9.8,0.7,7.9,2.3,1.4,2.9,13.5
1144,9.3,5.2,36390,6.3,26.4,17.4,15.3,6.3,19.0,1.7,4.3,5.4,2.5,2.5,0.6
1145,11.9,4.5,33091,14.8,10.5,27.5,11.8,9.8,33.1,3.1,3.4,19.9,3.4,3.4,1.6
1146,10.9,3.8,26412,14.1,16.3,20.6,16.1,7.1,27.8,0.9,0.6,14.8,2.8,2.6,15.3
1147,13.7,6.2,29767,12.7,19.6,20.6,21.9,9.7,32.5,3.2,14.1,10.9,4.4,5.8,3.9
1148,9.6,3.6,36033,6.2,26.2,16.3,15.6,6.1,4.1,0.1,3.4,6.1,1.7,5.2,1.2
1149,8.1,4.3,39478,8.2,14.8,21.0,11.7,7.9,15.1,2.0,15.0,1.9,1.9,5.8,2.0
1150,11.1,7.7,38496,8.8,25.2,17.7,14.1,5.7,14.5,1.3,5.8,3.3,1.4,7.6,2.7
1151,4.6,4.7,55826,5.7,16.3,21.7,8.4,5.0,28.2,3.6,14.6,0.2,1.6,4.7,1.8
1152,4.7,4.5,54393,5.3,14.8,22.6,8.0,5.4,42.7,3.3,11.7,0.2,1.3,4.8,1.3
1153,16.2,4.3,26534,8.5,27.7,18.5,18.5,4.5,37.5,3.8,2.9,19.4,2.5,3.2,1.0
1154,14.3,7.7,27549,10.3,16.4,23.9,13.2,8.3,56.0,1.8,2.6,8.9,3.0,2.9,0.7
1155,14.1,1.5,23968,20.0,19.4,18.9,21.0,8.5,48.7,3.9,0.0,14.7,0.7,8.5,15.3
1156,17.0,6.1,23030,10.0,18.0,20.4,16.0,8.9,5.6,0.5,2.2,16.4,1.3,9.1,10.5
1157,17.0,6.6,27744,9.5,18.3,19.5,15.6,8.4,16.2,1.4,8.1,4.5,1.5,12.1,5.3
1158,16.5,6.3,24628,11.5,18.2,22.4,15.8,9.3,9.3,0.8,3.7,13.5,1.9,11.3,3.4
1159,11.7,5.4,29022,12.3,17.8,20.1,14.8,10.9,9.7,0.5,6.3,10.4,1.0,10.6,5.6
1160,18.7,6.9,24825,11.1,19.0,20.6,15.5,9.4,12.4,1.4,4.7,6.7,1.5,11.3,4.6
1161,14.8,5.0,28115,9.7,17.9,21.8,15.4,10.6,13.6,0.3,5.6,5.4,0.8,11.2,5.5
1162,15.3,4.8,26772,12.1,15.9,18.0,15.8,9.2,10.0,0.7,5.6,13.4,1.2,9.3,9.5
1163,14.5,4.8,32347,8.6,17.2,20.5,13.2,9.1,24.2,1.8,8.0,1.4,1.2,13.3,3.0
1164,14.6,7.2,26151,10.1,19.6,20.9,15.7,8.5,5.4,0.6,4.3,9.5,1.7,10.0,2.0
1165,13.6,4.2,27073,10.3,16.8,18.1,13.0,8.3,9.1,0.5,4.0,10.6,1.5,7.8,10.0
1166,14.7,5.9,32502,9.7,16.3,21.1,13.6,10.1,29.2,2.5,10.0,0.8,1.2,11.3,3.6
1167,19.9,7.7,25427,14.2,18.1,22.8,16.4,11.1,18.1,1.8,3.8,6.8,1.9,13.6,2.1
1168,5.7,4.3,49211,8.8,17.1,21.8,8.3,5.6,39.2,5.4,10.6,0.2,2.6,7.0,1.5
1169,15.4,6.4,27680,8.8,20.0,16.4,13.9,6.8,8.7,0.6,2.2,11.9,1.7,8.8,9.3
1170,17.7,7.4,24473,11.3,16.3,20.5,16.1,10.4,8.0,1.0,4.6,11.1,1.9,9.7,10.9
1171,12.4,3.5,27366,14.6,18.3,20.0,17.0,8.3,10.8,0.7,2.2,13.5,0.9,8.1,9.1
1172,14.7,7.7,29292,13.8,18.0,21.3,16.4,10.1,28.1,2.2,2.8,9.7,2.5,10.2,5.2
1173,11.4,4.7,27512,13.8,19.5,22.6,12.5,6.4,5.3,0.7,2.5,10.3,2.1,12.8,5.0
1174,12.9,6.3,31204,9.6,29.3,16.3,17.5,5.7,18.2,0.9,4.3,22.4,1.8,4.0,0.7
1175,19.6,6.8,22982,20.5,20.2,19.0,18.3,5.9,38.8,1.0,1.4,26.9,1.9,9.8,4.6
1176,16.5,6.4,22754,13.7,28.3,17.2,20.6,4.3,8.7,0.6,0.2,20.0,2.1,4.8,1.6
1177,15.8,2.3,26590,11.5,29.3,17.5,18.4,3.4,6.3,0.4,1.6,19.7,0.7,6.9,0.4
1178,20.2,9.2,21920,16.0,17.9,22.1,16.2,9.8,27.0,0.5,3.0,19.3,2.1,7.8,1.7
1179,23.8,7.0,22081,18.4,19.2,21.6,20.0,10.6,40.7,1.6,0.9,31.4,2.4,8.0,5.3
1180,17.6,6.4,29921,11.2,15.2,23.4,10.3,10.1,43.0,3.1,13.6,3.8,2.1,7.5,2.9
1181,11.1,6.8,25334,13.7,19.1,20.7,21.9,6.7,37.0,0.1,0.0,32.5,1.6,4.5,0.4
1182,17.0,7.9,23011,13.7,11.8,26.7,13.4,10.6,38.2,1.8,1.2,21.7,2.3,5.4,2.5
1183,10.6,2.9,29860,10.1,25.1,19.4,14.9,6.3,16.8,2.7,3.4,15.4,2.3,4.7,1.2
1184,19.4,4.7,24073,11.6,18.9,17.0,14.1,7.7,19.1,1.4,3.9,17.8,2.2,5.3,8.8
1185,16.1,7.9,23842,16.6,15.8,24.7,15.3,9.7,42.0,4.8,3.5,14.4,2.6,5.7,1.6
1186,17.1,5.8,22725,16.2,19.5,20.6,21.1,9.0,12.5,1.2,1.2,31.2,2.7,5.8,2.5
1187,16.6,4.5,28429,11.4,28.1,18.6,17.5,5.7,10.7,1.7,0.9,13.7,2.1,5.4,1.0
1188,18.2,10.9,23269,16.7,21.8,20.7,19.4,10.5,47.9,0.5,0.7,21.8,0.8,7.4,0.6
1189,17.3,6.2,32629,7.1,16.7,18.9,12.7,8.1,22.9,1.3,14.9,4.1,1.4,6.4,3.2
1190,13.4,4.4,40650,7.3,12.8,20.0,8.8,7.0,30.7,3.0,15.1,8.3,2.1,5.0,7.9
1191,14.1,7.9,27026,12.0,28.1,15.5,21.4,4.6,25.8,1.3,0.7,25.5,2.6,7.0,5.7
1192,14.7,5.8,27050,11.4,29.0,16.0,16.3,5.6,9.7,1.0,1.3,14.0,1.9,4.2,3.8
1193,8.9,5.3,34379,10.2,12.0,27.7,9.4,7.8,27.4,2.6,1.6,5.9,2.5,2.6,1.0
1194,9.8,4.3,39102,7.3,10.9,24.4,8.5,8.7,39.7,2.5,17.0,3.2,2.2,4.0,2.1
1195,21.4,7.8,24124,15.9,15.6,23.9,16.5,12.3,46.3,4.2,3.5,24.7,2.4,8.5,2.5
1196,19.9,5.8,23745,21.4,20.5,20.8,18.7,7.2,12.4,1.4,1.9,27.6,1.6,6.0,1.3
1197,21.5,8.0,24273,19.7,17.0,23.4,15.7,12.3,52.8,2.0,2.8,13.5,3.2,9.5,1.9
1198,19.2,7.8,23264,15.8,24.8,18.7,18.5,6.1,7.4,1.4,1.9,21.6,1.6,5.0,0.8
1199,8.3,1.9,37764,6.0,15.2,23.1,9.9,8.8,10.6,0.4,18.3,7.8,1.9,5.1,3.4
1200,10.7,2.9,36655,5.5,11.3,22.3,9.4,7.7,13.9,1.1,36.7,2.1,1.6,5.5,2.9
1201,10.0,1.3,43125,8.5,26.9,21.2,9.8,3.2,4.9,0.6,0.9,4.9,0.9,2.2,2.6
1202,10.2,1.4,29417,12.9,29.7,19.4,15.9,4.6,4.2,0.1,3.0,12.0,0.2,4.2,1.6
1203,17.2,3.8,31052,5.1,11.9,20.7,10.2,8.4,15.9,0.6,33.0,3.8,2.4,6.6,6.3
1204,11.8,2.4,36287,8.8,29.0,20.2,14.4,1.5,2.4,0.2,1.6,14.2,1.5,2.9,2.2
1205,8.1,1.3,35069,9.6,28.9,19.3,14.9,7.2,4.7,0.3,4.0,2.5,0.0,3.5,4.3
1206,11.6,0.5,36584,15.9,24.5,20.8,11.4,1.3,3.7,1.0,0.7,4.7,0.1,3.9,1.8
1207,7.5,0.9,33396,13.4,29.8,19.3,11.4,1.1,2.5,0.3,1.1,5.7,1.4,3.1,4.3
1208,8.1,0.3,32389,19.9,31.3,17.6,14.0,7.7,5.2,0.2,1.7,4.9,0.4,4.1,4.0
1209,10.5,0.3,33360,8.3,27.6,18.3,14.4,4.9,3.5,0.0,1.9,6.0,1.8,2.3,2.6
1210,11.6,0.8,35059,8.2,18.9,23.4,15.1,8.8,15.9,0.0,14.6,7.0,1.6,8.5,4.2
1211,9.4,3.0,30820,9.4,16.8,21.3,10.8,6.9,8.4,0.3,14.6,6.6,0.8,4.2,7.7
1212,14.0,2.6,32559,14.4,28.0,16.2,13.5,5.4,1.9,0.5,2.6,9.5,0.7,4.8,0.0
1213,5.5,1.2,37340,10.7,27.3,21.4,17.8,3.0,6.4,0.0,0.0,16.1,0.0,0.9,0.0
1214,8.8,3.3,37897,8.2,12.8,25.3,10.5,6.9,12.2,0.6,19.5,7.4,3.0,4.5,2.7
1215,9.1,2.9,34382,6.6,12.0,23.6,10.0,6.4,16.5,0.5,19.1,8.2,2.5,4.1,3.2
1216,6.6,2.7,34602,15.0,26.9,20.6,16.9,3.4,2.2,0.0,1.9,7.2,0.8,2.7,2.4
1217,22.6,7.1,21543,20.8,16.9,24.6,20.2,11.1,3.6,0.1,1.2,24.5,1.6,10.3,1.4
1218,16.4,6.2,22471,15.8,18.5,23.6,15.7,8.3,4.0,0.6,1.3,13.5,2.5,10.5,1.3
1219,4.6,2.7,47183,3.3,12.7,27.0,7.9,6.6,14.3,0.7,5.5,1.8,0.7,2.5,1.3
1220,17.0,6.0,24931,13.9,17.0,23.9,16.7,11.7,7.4,0.6,2.3,5.9,0.9,6.8,1.3
1221,16.3,5.2,32552,9.0,11.4,23.5,11.2,10.7,36.4,2.3,14.4,0.9,2.1,7.6,2.2
1222,18.6,6.2,23692,13.5,18.2,22.2,22.7,9.3,5.2,0.3,2.1,17.0,1.2,7.2,1.1
1223,10.2,4.8,28331,13.0,14.9,20.8,15.3,9.8,11.4,0.5,3.6,5.3,1.6,5.3,11.5
1224,16.0,6.7,22878,12.4,17.1,21.0,19.4,8.4,11.5,0.4,5.2,4.0,1.4,9.2,8.7
1225,19.1,5.0,22454,13.5,19.9,21.4,22.1,9.2,7.8,0.2,1.6,21.0,1.4,6.9,1.2
1226,13.3,4.8,31324,5.9,14.5,20.5,11.4,6.8,11.6,0.7,12.2,6.9,0.9,4.7,5.4
1227,8.9,3.4,27871,13.2,18.7,20.0,16.9,7.7,23.4,0.8,0.3,7.5,1.4,3.0,18.7
1228,12.6,4.5,24610,15.8,18.9,25.1,10.4,6.5,26.8,4.7,0.5,21.2,1.8,4.0,1.5
1229,14.2,4.2,24049,13.0,13.1,25.4,15.2,8.4,24.5,1.0,4.0,11.3,2.8,7.6,8.2
1230,12.8,3.0,25708,17.5,18.0,21.0,19.8,10.5,26.7,4.1,0.4,18.4,2.7,3.3,15.3
1231,16.4,1.9,27929,13.6,24.4,24.6,14.9,7.9,22.6,2.9,0.0,16.1,2.6,0.9,0.9
1232,17.6,3.3,25569,14.1,13.5,25.1,13.1,11.2,31.4,3.1,5.8,12.7,4.7,3.3,5.7
1233,17.1,1.7,27432,7.2,18.6,27.1,15.5,5.1,17.4,1.0,0.2,16.2,0.8,2.1,2.0
1234,15.7,4.3,22588,23.1,18.6,24.1,19.9,10.4,42.1,2.2,0.0,2.1,2.4,8.0,3.8
1235,21.8,8.5,20438,18.4,18.6,21.8,21.4,7.6,36.9,0.4,0.5,16.0,1.8,5.4,12.1
1236,20.1,7.1,20930,16.1,18.7,23.6,23.6,9.7,30.3,0.4,0.2,19.5,3.1,5.2,2.4
1237,18.9,8.1,23842,12.2,21.0,21.9,24.0,9.4,34.5,0.6,1.6,20.2,3.5,6.5,3.7
1238,17.4,5.3,23861,13.4,17.9,23.8,22.3,9.5,34.9,0.3,2.3,20.4,4.0,4.7,1.4
1239,14.9,3.8,26837,16.5,18.9,23.4,23.8,8.4,27.5,1.1,2.7,11.9,3.4,4.3,2.8
1240,21.1,6.3,22775,14.9,16.2,24.5,17.8,11.7,43.8,0.9,6.5,11.6,2.2,8.6,5.5
1241,16.7,4.9,30398,12.8,13.0,25.7,13.6,10.6,43.6,4.0,11.3,2.8,2.8,6.1,2.1
1242,20.0,9.5,22400,14.0,17.8,23.9,20.1,10.9,37.5,0.1,1.5,16.6,2.1,7.1,3.7
1243,21.4,6.6,20209,15.1,18.0,24.8,19.9,12.0,34.7,1.0,4.1,13.4,3.6,6.4,3.4
1244,17.4,6.5,24750,13.1,19.2,22.2,23.7,9.1,30.3,0.8,1.8,13.1,2.3,6.9,5.1
1245,18.4,7.5,23346,16.5,22.5,22.3,27.2,6.8,28.5,0.2,1.1,18.0,3.7,8.0,1.0
1246,15.1,5.5,30894,10.8,13.6,25.4,13.7,10.6,37.5,3.4,15.0,2.4,2.8,6.8,1.3
1247,13.6,4.5,27232,10.8,16.4,20.1,15.9,8.5,16.8,0.5,6.7,6.6,0.1,3.8,9.4
1248,15.7,8.3,26152,10.4,25.5,19.4,21.8,5.4,9.2,0.5,4.0,15.1,2.8,6.9,3.6
1249,19.4,6.2,32297,4.6,15.1,16.5,11.0,5.2,19.4,1.6,12.9,6.2,2.0,7.1,6.4
1250,8.5,4.7,39619,6.7,17.0,21.9,11.7,6.9,17.7,1.8,11.6,6.0,2.5,5.2,0.8
1251,14.6,8.5,25128,12.4,24.6,19.9,21.3,7.2,11.7,0.6,3.1,13.6,4.0,4.1,0.6
1252,14.5,8.0,28365,10.9,33.1,14.7,21.6,5.2,13.5,0.5,4.8,18.4,0.9,7.2,1.2
1253,16.2,8.1,25602,10.9,24.6,19.4,20.7,7.5,11.9,0.5,4.8,19.8,2.8,6.7,1.7
1254,16.6,13.1,25871,10.2,23.5,20.7,21.6,7.9,13.4,0.4,2.2,24.2,3.2,4.2,2.5
1255,10.0,4.2,32581,18.9,15.0,24.7,9.7,5.2,36.2,9.7,5.2,11.6,4.3,5.6,4.3
