,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ
1479,22.1,6.1,18637,17.2,24.2,22.2,22.5,9.7,50.1,1.0,0.4,25.2,0.2,6.4,0.8
1480,12.8,4.5,37080,11.1,22.0,18.8,12.9,8.6,57.3,5.4,6.4,13.9,2.9,3.6,2.0
1481,12.0,4.8,36454,7.3,16.1,18.7,11.2,8.1,27.4,1.9,11.8,1.4,1.0,13.7,5.7
1482,14.6,6.0,32678,9.3,16.2,21.6,12.6,10.1,22.9,1.8,12.5,1.0,1.5,12.1,4.2
1483,19.6,11.0,24084,16.0,23.4,21.1,15.7,10.1,40.2,0.0,2.2,21.9,1.4,10.2,1.9
1484,18.2,9.0,24301,9.3,11.2,24.8,17.0,11.8,56.0,1.5,11.0,9.0,1.9,6.5,4.6
1485,18.1,6.9,19323,19.0,23.3,20.5,20.4,3.0,13.2,0.6,1.2,26.7,0.5,7.3,1.4
1486,12.7,5.8,37298,9.9,10.6,24.1,8.4,9.9,52.7,4.8,21.6,1.4,2.2,5.9,1.4
1487,21.9,7.0,20538,20.5,24.3,18.0,20.9,11.1,61.3,0.6,0.6,22.5,0.8,10.9,4.1
1488,13.8,9.6,23783,8.8,8.7,24.4,17.5,10.5,33.6,0.7,7.0,14.5,1.7,4.7,10.3
1489,6.9,2.3,43824,7.9,9.2,27.3,9.6,7.6,19.0,0.8,35.0,8.8,3.5,5.5,1.8
1490,30.6,7.7,20745,10.4,12.1,14.9,16.6,7.5,10.5,0.5,10.2,16.0,2.3,8.2,14.7
1491,18.1,8.3,31804,10.7,17.3,21.1,15.1,10.4,40.8,1.9,18.1,0.6,1.2,13.2,2.3
1492,16.2,6.1,34125,9.0,14.7,23.1,12.4,10.6,34.5,1.2,16.9,0.8,1.6,11.8,2.3
1493,22.4,8.3,23897,17.2,19.0,21.7,23.2,8.3,3.3,0.0,2.2,29.4,2.3,7.4,1.0
1494,23.6,7.9,23042,15.2,17.3,21.9,22.3,9.9,6.6,0.2,5.1,13.7,1.9,9.9,4.7
1495,20.2,6.0,20733,17.3,18.7,22.6,22.4,8.4,28.6,0.3,0.2,19.4,1.8,6.5,11.1
1496,29.0,8.9,21329,18.6,19.9,24.3,22.0,10.9,39.0,0.3,3.7,15.0,3.1,9.0,1.3
1497,10.5,2.0,24714,17.8,17.5,26.5,13.3,4.5,24.4,5.3,0.1,11.7,2.0,3.3,1.4
1498,21.6,4.7,21673,22.5,19.3,24.1,17.9,8.6,40.2,5.0,1.4,4.0,3.9,5.2,4.9
1499,17.1,7.7,26610,11.2,25.0,18.6,23.4,7.6,14.6,0.4,4.5,16.1,2.8,8.4,1.7
1500,10.7,9.3,25649,9.7,25.4,20.7,21.0,6.7,12.1,1.0,2.7,15.1,1.3,6.1,1.2
1501,18.6,8.2,24763,9.8,25.3,19.6,19.6,6.9,12.9,0.4,3.1,16.8,4.5,5.5,1.4
1502,15.2,6.1,26143,14.7,15.0,25.1,14.8,10.3,34.2,5.7,9.5,8.8,4.8,6.1,3.0
1503,13.1,3.9,33821,8.6,25.7,16.4,22.1,6.1,8.2,0.3,1.6,22.6,0.1,4.3,0.7
1504,18.1,7.9,23464,17.8,14.9,25.6,16.3,11.5,33.6,6.1,5.4,15.3,6.2,6.5,6.1
1505,12.1,5.3,36907,5.7,18.1,18.9,13.3,7.1,21.2,0.8,13.1,0.7,0.9,13.2,2.9
1506,11.1,5.9,36306,7.1,25.7,19.3,13.4,6.9,32.4,2.3,14.0,8.9,1.6,4.6,3.0
1507,20.3,10.6,22272,16.4,15.5,24.3,19.4,12.0,54.6,1.0,4.0,24.2,2.6,8.9,2.4
1508,21.7,7.5,22372,18.6,19.4,21.5,20.3,12.1,35.2,0.2,1.3,23.1,1.9,9.9,1.8
1509,12.8,0.4,29065,7.2,25.4,21.9,13.7,4.3,5.0,0.0,1.4,10.2,0.0,3.0,14.8
1510,3.7,2.2,39797,5.2,11.6,28.6,7.4,7.8,6.7,0.6,11.5,1.8,1.1,1.6,1.0
1511,15.4,8.1,27240,16.5,29.3,20.1,17.2,3.1,4.8,0.1,1.9,4.8,0.0,3.2,9.6
1512,19.7,8.6,23064,24.5,20.2,20.7,25.1,9.1,3.4,0.1,4.4,16.7,0.9,9.5,1.5
1513,15.2,6.8,24985,14.0,29.9,18.0,22.5,8.0,5.5,0.7,1.8,17.6,1.9,4.9,1.3
1514,16.4,4.6,34343,11.4,11.7,21.3,11.6,9.5,43.8,5.0,23.5,1.5,2.9,6.7,3.1
1515,21.8,7.0,19013,20.2,20.7,21.8,24.0,5.8,3.4,0.1,0.5,20.1,2.2,9.5,1.0
1516,18.5,6.5,22151,21.0,19.5,20.8,23.8,5.9,5.4,1.0,1.0,32.9,2.5,4.6,0.6
1517,19.6,7.2,22148,17.9,17.3,23.0,18.1,10.8,55.8,0.7,4.1,7.7,2.3,10.4,1.3
1518,19.7,7.9,20276,21.5,21.5,18.4,23.5,6.3,4.5,0.1,1.3,29.7,1.6,5.3,1.9
1519,21.1,9.2,22700,15.4,23.2,18.2,23.6,9.7,6.6,1.1,2.2,18.0,1.4,5.5,3.0
1520,21.6,8.6,21677,23.8,17.5,21.9,18.9,7.4,3.6,0.2,3.0,28.2,3.4,4.9,0.9
1521,19.6,7.2,19350,20.3,18.8,18.9,20.7,7.6,9.9,0.1,1.0,25.5,2.8,5.9,12.2
1522,11.4,3.1,22498,7.8,11.5,34.8,10.8,9.0,7.8,1.3,1.0,4.5,5.7,2.8,1.5
1523,9.8,3.8,31648,9.6,10.3,27.8,9.4,8.0,28.5,3.6,16.7,1.9,3.5,5.2,1.2
1524,11.2,3.8,24528,5.8,7.4,34.2,7.7,5.6,17.3,1.9,10.3,1.5,4.8,2.7,2.6
1525,12.4,4.4,26601,7.5,20.4,27.2,13.0,6.8,15.4,1.5,4.5,6.2,5.0,3.9,1.3
1526,7.2,2.9,69051,5.9,10.1,17.6,5.9,4.2,38.2,3.6,53.4,0.1,3.0,12.6,1.4
1527,8.4,7.1,24275,8.5,21.8,16.3,18.5,6.0,3.7,0.1,2.8,27.3,1.8,3.9,11.4
1528,6.2,4.2,54725,7.9,12.6,23.7,7.1,6.3,48.8,6.7,22.6,0.6,3.4,4.3,0.8
1529,3.7,3.5,53408,6.5,8.6,28.8,5.7,6.3,43.1,3.8,12.3,0.5,1.7,2.4,0.5
1530,17.9,4.4,18677,22.4,21.0,18.7,21.1,8.0,40.2,0.5,2.1,23.6,2.5,7.1,7.8
1531,18.7,5.7,23016,20.6,25.4,17.7,18.0,7.1,10.3,0.8,1.0,27.0,2.4,4.6,1.9
1532,19.5,6.8,21754,20.7,20.0,19.2,24.6,5.5,3.2,0.0,0.5,26.8,0.4,6.1,1.8
1533,8.7,4.0,47047,7.0,14.4,22.7,7.2,3.5,43.2,5.1,20.0,0.0,2.6,6.3,2.6
1534,14.1,5.4,34722,10.3,10.6,20.9,12.1,10.6,40.2,3.8,30.1,0.1,2.6,7.8,9.2
1535,15.8,7.2,28384,8.8,14.5,21.3,15.1,11.4,61.4,0.9,12.0,1.2,2.2,8.8,3.4
1536,9.1,5.2,31274,10.4,18.5,19.3,11.5,9.4,14.7,0.6,15.0,3.0,0.6,6.9,9.7
1537,15.0,3.8,29727,16.9,15.6,22.9,14.8,11.0,33.6,5.5,11.4,0.4,2.5,8.9,3.7
1538,11.6,4.5,31206,8.1,27.3,19.6,23.5,5.0,14.0,1.9,0.7,8.1,0.7,8.5,2.2
1539,18.8,7.7,23640,13.9,24.2,17.9,25.6,8.1,26.6,1.0,1.1,17.5,5.0,5.3,2.7
1540,20.6,6.4,23961,16.5,20.7,23.0,17.7,11.4,34.6,5.6,2.6,16.4,4.5,4.5,2.7
1541,17.4,6.8,24474,12.0,29.3,17.0,26.6,6.9,17.8,3.1,5.0,18.4,1.4,6.5,1.2
1542,15.3,6.0,26739,10.2,25.2,19.7,19.3,8.4,11.4,0.3,2.5,19.7,4.6,4.9,1.0
1543,12.8,5.8,31822,10.3,19.7,22.2,15.0,7.3,25.4,4.5,7.3,6.8,5.3,4.7,1.5
1544,22.9,9.9,20784,14.4,23.2,17.2,28.5,8.7,8.2,0.1,2.1,17.3,1.8,8.5,7.4
1545,22.3,7.8,21240,20.2,19.8,21.2,24.6,6.7,2.6,0.1,2.5,22.4,0.8,10.7,0.4
1546,18.9,5.8,21314,16.0,19.0,21.9,25.9,6.6,2.9,0.0,0.7,27.0,0.0,6.6,0.0
1547,25.4,14.4,21111,18.8,19.0,22.1,17.1,7.9,47.1,0.1,1.8,26.5,1.8,10.2,1.5
1548,18.5,7.5,21989,22.6,18.8,23.0,22.6,5.5,7.4,0.7,0.4,30.3,0.9,4.0,1.1
1549,20.2,6.1,19776,23.2,16.2,24.7,15.5,8.7,22.9,5.1,3.4,17.4,3.3,5.1,0.8
1550,16.2,7.6,21799,21.9,21.1,20.9,25.2,7.3,6.1,0.5,1.9,27.4,1.1,7.1,1.6
1551,9.7,10.9,35355,8.5,19.5,15.5,15.5,7.8,56.8,0.0,0.5,5.5,3.4,30.2,7.3
1552,15.2,12.1,27236,9.8,14.8,23.8,21.4,9.6,54.6,0.0,2.2,14.9,6.0,10.8,1.6
1553,10.8,10.2,32409,9.8,12.9,27.1,17.1,5.9,25.7,3.5,2.7,5.5,9.2,5.3,4.7
1554,23.9,6.6,19413,15.4,25.3,20.5,24.1,6.4,4.7,0.4,0.8,21.4,3.7,4.6,1.5
1555,18.9,5.7,22347,21.8,26.6,18.9,26.1,5.2,9.6,1.0,1.0,28.3,2.2,5.6,1.6
1556,14.2,2.0,18907,17.4,24.6,19.8,22.6,4.1,5.9,0.0,1.2,14.0,2.0,4.0,0.9
1557,21.8,5.9,19413,19.4,17.5,23.8,21.8,12.0,12.9,0.3,0.9,12.2,4.8,7.0,1.5
1558,22.1,10.3,17375,21.1,19.9,25.9,22.1,6.7,15.7,0.7,1.1,19.3,3.2,8.6,0.6
1559,25.0,8.9,21276,20.0,22.3,21.7,24.3,9.7,30.6,0.0,2.3,13.5,0.8,10.7,1.8
1560,18.8,6.8,21736,24.7,15.4,26.8,16.8,9.2,48.0,10.0,4.0,10.4,3.9,4.8,1.1
1561,14.7,8.6,27142,18.3,13.8,25.8,11.4,9.4,64.1,8.1,7.8,8.8,6.9,4.3,1.5
1562,9.2,7.4,31475,20.1,12.1,26.3,9.4,11.0,65.0,9.3,3.3,4.6,8.3,2.4,0.5
1563,12.5,6.4,36156,12.9,13.3,22.0,9.8,8.3,54.1,7.0,21.2,3.5,6.7,5.5,2.7
1564,10.4,7.0,33700,12.0,14.7,22.5,12.4,10.2,61.5,4.9,8.6,2.8,5.2,5.1,2.4
1565,13.8,4.0,41196,12.9,11.4,20.2,9.7,7.4,46.3,6.0,36.4,0.4,3.2,10.0,2.2
1566,16.8,7.4,53321,9.4,11.9,17.8,11.8,8.4,63.8,2.5,46.2,0.1,3.6,35.4,5.8
1567,20.6,8.8,18882,19.3,18.5,18.6,19.6,10.2,34.7,1.3,0.9,29.8,3.6,8.3,16.3
1568,16.1,6.0,28859,11.5,11.4,22.5,10.9,10.8,59.2,6.9,21.4,3.7,3.2,6.0,2.4
1569,16.3,6.3,21331,13.2,12.8,24.8,14.4,11.0,67.1,9.8,14.0,7.8,3.4,5.3,0.6
1570,22.4,8.7,18112,18.8,17.4,19.8,19.6,10.1,22.5,0.8,0.9,38.4,2.5,5.5,11.3
1571,23.3,5.9,20421,25.5,16.5,25.0,19.1,11.7,30.6,2.6,0.4,37.2,3.0,8.8,2.9
1572,26.2,9.4,20305,15.6,15.0,19.2,15.8,8.6,47.4,0.7,5.0,20.0,1.5,8.0,9.5
1573,24.1,5.8,18904,20.0,15.4,24.1,21.6,8.5,7.5,0.3,0.2,54.8,2.9,3.7,0.4
1574,24.8,5.0,21334,20.8,14.6,26.1,14.4,11.7,52.9,0.7,0.4,35.8,3.2,8.8,0.9
1575,19.9,8.2,18209,26.9,16.9,22.6,18.0,7.5,17.1,1.5,2.5,22.2,6.5,5.8,7.0
1576,31.3,6.4,22589,12.9,10.3,17.4,11.1,8.6,44.7,2.9,17.7,4.8,2.2,9.5,8.7
1577,25.2,5.4,20397,18.4,15.7,24.6,17.1,15.2,49.5,0.4,1.6,22.2,6.7,9.0,4.5
1578,16.6,7.4,34100,11.0,11.5,23.4,10.3,10.8,70.9,5.0,22.8,0.5,2.4,8.7,1.8
1579,23.6,7.2,18921,16.8,16.9,20.0,18.9,10.9,34.7,0.7,1.8,33.1,2.0,8.8,9.9
1580,13.1,6.9,26621,12.0,11.0,26.4,11.7,13.1,58.1,1.7,9.5,3.9,2.0,4.2,0.9
1581,26.8,5.1,22883,28.5,16.2,21.6,14.9,7.1,32.7,3.1,2.2,51.2,3.1,2.6,0.0
1582,18.3,3.3,21076,22.6,17.0,23.4,13.7,8.1,12.7,0.5,0.5,42.4,5.2,6.2,2.8
1583,10.4,6.7,28274,9.6,11.0,26.4,10.4,12.9,54.9,1.3,7.7,3.4,1.1,2.2,0.5
1584,26.5,9.2,18406,18.4,18.6,21.7,20.5,9.2,32.7,0.7,0.5,26.5,0.7,8.0,1.8
1585,26.7,4.8,20655,14.9,16.8,24.7,13.4,12.3,42.3,0.2,0.9,27.2,2.4,7.8,2.2
1586,24.9,8.3,21384,17.8,16.7,25.5,13.9,15.4,46.2,0.7,4.8,20.3,2.2,10.7,1.4
1587,21.0,10.3,22478,23.1,20.3,19.4,14.6,8.3,40.7,3.7,2.2,37.9,2.0,6.5,1.0
1588,21.5,9.2,22767,16.0,15.1,21.5,17.6,12.6,54.1,1.9,3.9,15.7,1.8,10.4,7.5
1589,23.7,10.3,23416,19.1,16.2,26.7,16.6,12.1,39.7,2.3,2.9,21.2,4.3,8.7,1.6
1590,35.3,6.1,18787,17.6,18.0,24.3,17.8,19.1,45.8,0.8,2.3,19.5,4.4,7.6,4.6
1591,22.0,7.0,14829,17.7,16.4,19.1,15.7,8.0,41.6,1.7,0.9,28.5,2.2,4.9,23.8
1592,30.2,7.0,19065,19.1,20.3,24.2,21.5,13.6,37.8,0.1,10.0,10.7,1.9,8.9,2.0
1593,13.2,15.6,22343,14.0,29.2,14.3,25.3,2.7,9.0,0.0,0.1,18.8,0.9,5.1,5.7
1594,16.8,3.6,22514,15.9,14.9,31.3,11.8,7.7,6.5,1.0,5.7,3.3,5.0,10.7,1.6
1595,12.7,4.1,22548,26.8,15.0,29.3,14.2,7.8,8.0,1.4,4.6,6.8,3.4,16.2,1.7
1596,24.3,6.4,27461,7.8,12.2,15.8,11.2,7.4,16.2,1.1,17.4,5.9,1.6,7.7,10.3
1597,13.0,5.3,26607,22.2,14.4,25.4,9.7,10.5,39.7,10.8,6.8,3.1,7.0,3.9,5.0
1598,12.3,2.8,26503,16.8,17.5,29.3,11.7,6.4,3.1,0.7,1.3,5.7,8.1,13.2,1.2
1599,8.8,5.3,25788,26.5,11.9,31.7,9.5,5.1,48.3,6.8,0.0,24.0,2.6,1.9,0.9
1600,11.2,2.1,20723,22.4,12.4,30.7,13.1,4.2,38.7,10.6,0.7,11.7,0.6,2.6,0.0
1601,21.0,7.1,21175,22.9,16.1,25.4,24.1,9.5,4.8,0.0,2.1,36.2,1.1,8.6,0.7
1602,20.2,8.3,21770,14.0,11.7,27.2,16.5,11.7,34.1,0.8,5.0,7.9,2.2,9.3,9.2
1603,21.4,6.9,20421,24.4,16.3,24.8,22.1,7.2,8.5,0.2,1.9,19.9,1.6,12.7,1.4
1604,15.4,2.7,26621,12.1,24.7,14.7,22.3,3.1,9.2,0.2,0.5,20.2,2.4,1.9,15.6
1605,22.9,6.3,19825,23.7,19.8,21.3,22.4,6.7,0.6,0.0,0.1,22.3,2.0,7.7,1.3
1606,23.7,5.4,19436,23.1,17.9,23.3,23.9,9.3,5.0,0.3,2.0,19.9,2.3,3.4,1.3
1607,24.3,6.2,23025,25.5,18.4,22.1,23.1,6.3,6.6,0.4,1.7,19.9,1.7,9.4,1.4
1608,18.0,7.1,23188,22.2,15.6,26.8,13.4,8.7,14.2,1.6,0.9,18.8,3.5,10.2,1.5
1609,26.0,8.3,19145,20.3,15.8,24.6,21.1,8.0,4.0,0.2,1.7,28.0,2.2,7.0,5.2
1610,8.9,6.7,35869,13.5,12.3,22.5,9.4,11.3,87.0,6.2,22.7,0.4,3.9,8.7,2.1
1611,10.7,5.4,40697,10.7,16.3,21.7,11.9,9.4,29.0,6.3,14.5,0.7,2.4,10.8,2.3
1612,18.1,5.6,24325,6.7,24.6,15.5,15.2,7.2,10.4,0.2,4.4,3.7,0.6,10.2,9.6
1613,15.9,9.8,28941,9.8,26.6,16.2,17.8,7.1,26.6,0.6,5.9,5.8,1.8,15.0,2.7
1614,16.6,11.6,23930,13.2,30.7,15.0,24.2,5.1,4.0,0.1,0.7,12.1,1.5,4.5,1.8
1615,25.0,10.1,22042,13.0,13.0,23.2,21.2,13.0,43.0,0.5,10.6,10.3,2.5,7.6,5.2
1616,20.1,9.6,24445,12.9,14.0,24.2,15.7,12.5,35.8,1.5,12.6,8.0,2.9,6.4,2.4
1617,22.2,9.5,23114,13.0,13.1,24.7,12.2,14.7,75.1,0.7,7.7,4.1,2.9,7.8,3.8
1618,23.2,6.0,21929,16.9,19.2,22.9,18.3,12.4,55.2,0.0,0.2,31.9,2.4,6.1,0.4
1619,26.1,6.9,21600,15.3,15.9,25.4,19.9,13.3,38.9,0.4,1.2,23.1,4.6,5.6,3.4
1620,30.0,9.9,22136,9.5,10.7,17.5,11.7,8.2,43.3,0.5,10.3,9.0,1.9,6.1,10.7
1621,24.9,8.2,20495,22.0,16.6,24.4,18.2,9.7,38.5,0.1,0.5,27.9,4.1,7.4,2.4
1622,17.8,9.6,20037,20.9,20.0,22.0,22.3,5.8,6.8,0.1,2.3,17.5,2.2,5.8,1.3
1623,17.4,6.5,20646,15.1,33.5,16.8,24.6,4.0,4.9,1.1,0.0,34.3,1.4,4.0,0.9
1624,23.1,8.7,20638,22.0,18.2,23.4,23.4,13.8,20.0,0.3,0.7,11.8,2.5,9.5,1.9
1625,26.3,7.1,18818,17.1,26.9,19.7,21.2,5.5,4.5,0.0,0.8,19.1,2.4,5.9,1.3
1626,26.9,6.8,17502,20.0,19.8,22.9,31.3,7.9,5.0,0.2,0.5,23.8,1.9,7.7,0.4
1627,28.5,6.3,18066,19.2,20.7,21.8,25.2,8.1,6.0,0.0,0.0,23.0,2.9,3.9,1.4
1628,14.3,0.5,45587,25.0,24.9,21.7,17.2,5.4,2.7,1.5,8.0,14.1,1.0,11.7,1.0
1629,13.0,4.5,27421,15.3,14.4,27.3,12.4,13.5,32.8,6.2,8.0,5.0,3.9,4.9,1.6
1630,17.0,0.4,25791,6.5,32.7,16.1,25.6,5.0,3.9,0.0,0.2,13.6,0.9,0.3,9.6
1631,14.1,7.2,29256,14.3,14.1,23.6,12.2,10.5,56.5,7.1,16.2,2.9,4.2,8.4,1.1
1632,12.6,7.1,34280,11.6,15.0,23.0,13.4,11.0,42.8,4.5,14.7,0.8,2.0,11.4,1.4
1633,11.4,6.8,42155,12.0,14.5,21.5,10.4,8.6,49.6,6.7,16.2,0.3,2.1,11.1,4.6
1634,8.5,5.6,38140,10.2,14.3,21.9,9.1,7.3,56.2,6.9,17.1,0.7,4.2,7.6,3.7
1635,23.8,9.3,22293,10.8,25.5,18.7,22.5,9.9,53.2,1.2,5.5,18.9,3.0,6.4,4.5
1636,20.6,6.8,23729,17.0,12.0,26.7,15.8,12.6,51.8,5.3,3.0,9.9,3.3,4.8,2.1
1637,16.8,3.6,19215,13.7,20.9,26.6,22.9,5.8,48.0,0.9,0.0,15.6,1.0,9.1,1.5
1638,12.8,4.9,34987,11.5,15.5,22.0,10.0,7.8,38.3,4.8,11.4,0.3,4.3,16.6,1.4
1639,19.6,4.6,31464,5.8,13.2,14.9,9.1,7.2,22.6,0.9,13.4,7.8,1.5,14.8,13.3
1640,23.0,11.7,20430,21.3,21.0,17.9,21.3,8.5,65.7,0.4,0.3,36.7,2.5,8.8,7.1
1641,26.0,7.1,20803,19.9,20.0,21.1,20.5,11.1,45.3,1.6,0.9,37.1,2.4,10.4,1.4
1642,16.0,5.2,34063,11.6,12.1,21.4,10.0,10.6,57.8,5.9,19.3,1.4,2.8,8.0,4.7
1643,22.3,10.4,18433,18.4,16.4,21.6,14.1,10.7,41.1,2.4,0.6,16.8,4.2,1.1,12.1
1644,26.2,8.9,21539,18.4,21.2,19.0,25.0,7.3,37.7,1.1,1.0,32.8,2.6,7.2,1.3
1645,24.1,9.6,20745,19.7,17.0,23.1,18.3,13.1,42.7,2.2,1.2,26.1,2.6,9.3,3.2
1646,27.2,7.4,24906,10.5,15.2,13.1,11.1,4.5,8.1,0.6,11.6,8.8,1.6,5.7,10.8
1647,13.5,3.7,36798,8.2,9.0,30.5,9.0,8.7,22.2,1.8,20.9,13.9,7.7,2.1,1.7
1648,10.1,4.1,37602,9.0,11.1,26.4,10.5,8.6,38.1,0.9,5.1,27.0,4.9,4.7,1.1
1649,19.1,7.5,28361,10.8,15.4,23.1,15.3,12.6,31.1,0.9,12.5,2.2,1.2,10.3,2.2
1650,23.1,8.2,20020,19.2,18.0,23.3,23.1,10.7,36.9,0.7,1.5,22.1,4.9,6.0,0.9
1651,15.1,5.6,36868,8.7,12.6,19.3,12.8,7.5,30.0,4.7,23.8,1.8,3.6,12.7,2.3
1652,14.5,6.3,15360,17.6,22.1,10.2,28.5,1.6,38.5,1.3,0.9,19.2,0.9,5.5,55.7
1653,16.2,6.8,30356,15.2,14.7,20.8,13.8,11.4,38.5,6.7,14.2,0.4,2.3,12.4,4.1
1654,22.3,11.6,21587,17.9,17.7,22.7,18.8,9.9,45.1,0.6,1.9,29.5,1.9,10.4,1.9
1655,16.3,6.8,29010,8.9,11.9,21.6,13.2,11.9,57.2,1.2,13.8,5.5,1.6,7.0,7.5
1656,25.3,5.8,26230,4.1,11.5,17.2,10.5,7.1,12.3,0.5,11.3,12.8,0.1,3.7,16.1
1657,22.0,6.7,22097,9.9,15.3,28.8,10.4,11.9,43.9,0.1,2.5,11.5,5.5,6.2,1.6
1658,26.7,4.4,19512,19.4,24.0,19.9,18.7,7.7,5.6,0.0,2.5,27.6,2.1,4.9,1.4
1659,20.8,13.3,17352,20.9,17.5,19.5,19.3,10.0,45.5,0.4,1.2,21.6,0.9,7.0,15.3
1660,23.5,3.8,19784,20.4,21.9,16.7,23.6,3.7,7.3,0.2,1.1,20.4,1.0,6.7,10.8
1661,22.3,9.0,19179,21.2,16.2,24.4,25.9,11.9,2.7,0.1,2.7,24.8,0.7,5.9,1.6
1662,20.6,7.7,28828,11.8,12.7,25.2,12.6,12.8,63.9,1.9,11.5,0.9,2.3,8.9,1.9
1663,19.0,11.8,19560,20.1,22.1,18.7,25.1,3.2,4.0,0.0,0.1,21.8,2.5,6.4,1.8
1664,17.1,3.5,16932,13.1,25.2,23.2,25.5,1.2,2.6,0.2,0.0,9.2,0.8,1.4,1.9
1665,24.3,4.7,28920,7.5,11.9,15.7,10.1,5.9,16.4,0.8,15.8,11.1,1.7,5.1,9.4
1666,24.6,4.1,35026,9.1,10.7,15.7,9.0,8.1,34.3,2.8,18.0,0.9,1.8,11.7,6.2
1667,21.6,4.2,17762,10.0,15.7,8.8,13.8,4.2,17.9,0.0,11.5,0.6,0.0,9.5,46.3
1668,21.8,6.2,22972,11.1,14.0,19.4,12.9,10.6,37.7,1.3,16.4,0.8,1.7,12.0,13.3
1669,20.5,6.8,26119,14.5,15.9,21.9,14.7,12.1,41.0,1.9,14.6,0.6,2.0,13.7,2.0
1670,18.9,9.6,17313,15.2,16.2,14.9,17.4,5.8,19.0,1.6,3.6,23.1,0.1,7.9,19.6
1671,23.3,13.2,21672,19.8,18.5,20.7,28.8,8.2,4.1,0.0,2.6,21.5,1.4,11.2,1.7
1672,20.9,9.7,20574,22.4,20.6,21.7,26.0,6.3,3.1,0.1,1.5,20.7,1.5,8.7,0.7
1673,19.9,6.2,28121,12.2,12.9,24.2,12.8,13.0,48.3,3.2,18.9,0.6,2.5,13.7,2.4
1674,22.2,10.6,22182,18.6,22.1,20.3,28.4,8.7,43.6,0.4,1.1,31.6,1.4,10.1,1.4
1675,22.2,11.5,17542,19.2,21.6,21.2,22.8,10.8,49.9,0.0,0.5,28.7,1.1,6.8,0.4
1676,21.8,9.7,23056,16.2,18.9,22.9,25.0,7.0,55.0,0.1,1.4,24.6,0.7,10.4,1.2
1677,30.9,17.5,18890,16.3,18.9,22.9,13.8,8.4,45.7,0.1,1.2,22.6,0.6,11.0,1.2
1678,14.3,4.9,19401,16.4,21.3,22.8,23.2,10.2,46.8,0.7,1.0,25.4,0.4,11.3,9.4
1679,29.1,10.7,18475,21.2,18.1,25.7,20.7,11.1,54.5,2.7,1.4,15.6,1.4,15.7,0.7
1680,23.2,10.0,20925,14.0,16.3,22.4,18.0,11.1,60.8,0.4,7.1,12.4,2.1,10.2,8.5
1681,25.8,9.3,20879,19.3,14.1,26.6,19.5,14.9,41.5,1.1,1.7,8.4,4.4,9.8,1.9
1682,24.5,9.0,20176,15.4,22.2,23.3,22.5,8.2,12.3,1.1,2.2,20.0,4.7,6.5,0.6
1683,21.0,5.2,20627,25.7,14.1,28.7,13.8,7.7,42.2,9.1,0.3,23.9,7.6,4.3,0.7
1684,10.6,5.1,44283,12.0,13.1,21.0,9.4,7.1,68.2,8.4,21.5,1.2,7.7,9.6,2.0
1685,16.0,6.8,32469,21.3,12.9,22.2,9.9,9.4,73.7,13.7,26.8,1.6,11.4,9.0,1.8
1686,14.1,5.4,28836,28.7,12.8,26.3,8.9,10.3,69.7,18.8,10.3,4.7,13.7,4.7,4.1
1687,11.5,5.1,39590,14.9,13.9,22.5,8.6,7.4,59.0,10.2,18.9,2.8,8.9,4.4,1.4
1688,15.8,7.4,31311,12.6,13.4,24.0,12.1,10.2,54.8,6.6,13.1,2.3,4.9,7.0,1.6
1689,7.0,4.1,57375,10.8,15.4,21.1,8.5,5.7,60.4,7.5,20.2,1.1,7.8,5.4,1.3
1690,14.8,6.1,34229,19.0,14.6,22.3,9.9,8.8,55.1,11.0,13.6,4.4,10.6,5.6,4.5
1691,16.0,9.7,26070,22.0,14.8,26.2,13.8,11.2,53.3,10.7,8.4,5.9,6.4,6.0,1.1
1692,11.5,4.4,28897,17.0,9.9,27.2,10.5,10.9,49.4,6.6,15.7,6.4,5.4,4.7,0.8
1693,22.4,11.5,19545,13.4,18.0,27.1,19.8,8.3,56.0,2.7,2.0,18.5,3.7,6.4,0.8
1694,28.4,16.1,14988,15.2,12.9,12.7,21.6,9.0,37.5,2.6,1.6,17.9,2.9,5.4,21.0
1695,12.3,4.6,43256,13.6,30.9,17.7,11.4,6.8,36.7,9.9,27.9,5.1,4.5,5.1,1.1
1696,23.1,5.5,20527,20.7,22.7,18.6,24.5,8.1,15.6,0.3,0.9,50.0,4.9,8.8,9.5
1697,27.2,5.3,19634,18.5,15.1,25.6,19.4,12.4,26.5,2.8,0.9,35.5,3.0,5.1,6.3
1698,31.6,4.7,17563,17.3,16.2,25.3,16.1,14.1,43.7,0.8,1.9,23.6,0.6,15.8,1.9
1699,22.3,4.6,19709,22.6,13.3,24.6,18.9,11.5,41.7,2.3,1.2,34.7,2.0,9.4,9.2
1700,30.8,12.2,21581,19.9,17.6,24.9,17.9,13.1,49.8,0.7,3.1,23.2,2.9,12.5,1.8
1701,27.0,7.7,17981,20.8,15.5,25.1,18.8,14.0,40.6,1.3,0.9,25.0,2.2,10.2,3.8
