state,date,vaccination_rate,people_fully_vaccinated,population
West Virginia,2020-10-07,NA,NA,1792147
West Virginia,2020-10-08,NA,NA,1792147
West Virginia,2020-10-09,NA,NA,1792147
West Virginia,2020-10-10,NA,NA,1792147
West Virginia,2020-10-11,NA,NA,1792147
West Virginia,2020-10-12,NA,NA,1792147
West Virginia,2020-10-13,NA,NA,1792147
West Virginia,2020-10-14,NA,NA,1792147
West Virginia,2020-10-15,NA,NA,1792147
West Virginia,2020-10-16,NA,NA,1792147
West Virginia,2020-10-17,NA,NA,1792147
West Virginia,2020-10-18,NA,NA,1792147
West Virginia,2020-10-19,NA,NA,1792147
West Virginia,2020-10-20,NA,NA,1792147
West Virginia,2020-10-21,NA,NA,1792147
West Virginia,2020-10-22,NA,NA,1792147
West Virginia,2020-10-23,NA,NA,1792147
West Virginia,2020-10-24,NA,NA,1792147
West Virginia,2020-10-25,NA,NA,1792147
West Virginia,2020-10-26,NA,NA,1792147
West Virginia,2020-10-27,NA,NA,1792147
West Virginia,2020-10-28,NA,NA,1792147
West Virginia,2020-10-29,NA,NA,1792147
West Virginia,2020-10-30,NA,NA,1792147
West Virginia,2020-10-31,NA,NA,1792147
West Virginia,2020-11-01,NA,NA,1792147
West Virginia,2020-11-02,NA,NA,1792147
West Virginia,2020-11-03,NA,NA,1792147
West Virginia,2020-11-04,NA,NA,1792147
West Virginia,2020-11-05,NA,NA,1792147
West Virginia,2020-11-06,NA,NA,1792147
West Virginia,2020-11-07,NA,NA,1792147
West Virginia,2020-11-08,NA,NA,1792147
West Virginia,2020-11-09,NA,NA,1792147
West Virginia,2020-11-10,NA,NA,1792147
West Virginia,2020-11-11,NA,NA,1792147
West Virginia,2020-11-12,NA,NA,1792147
West Virginia,2020-11-13,NA,NA,1792147
West Virginia,2020-11-14,NA,NA,1792147
West Virginia,2020-11-15,NA,NA,1792147
West Virginia,2020-11-16,NA,NA,1792147
West Virginia,2020-11-17,NA,NA,1792147
West Virginia,2020-11-18,NA,NA,1792147
West Virginia,2020-11-19,NA,NA,1792147
West Virginia,2020-11-20,NA,NA,1792147
West Virginia,2020-11-21,NA,NA,1792147
West Virginia,2020-11-22,NA,NA,1792147
West Virginia,2020-11-23,NA,NA,1792147
West Virginia,2020-11-24,NA,NA,1792147
West Virginia,2020-11-25,NA,NA,1792147
West Virginia,2020-11-26,NA,NA,1792147
West Virginia,2020-11-27,NA,NA,1792147
West Virginia,2020-11-28,NA,NA,1792147
West Virginia,2020-11-29,NA,NA,1792147
West Virginia,2020-11-30,NA,NA,1792147
West Virginia,2020-12-01,NA,NA,1792147
West Virginia,2020-12-02,NA,NA,1792147
West Virginia,2020-12-03,NA,NA,1792147
West Virginia,2020-12-04,NA,NA,1792147
West Virginia,2020-12-05,NA,NA,1792147
West Virginia,2020-12-06,NA,NA,1792147
West Virginia,2020-12-07,NA,NA,1792147
West Virginia,2020-12-08,NA,NA,1792147
West Virginia,2020-12-09,NA,NA,1792147
West Virginia,2020-12-10,NA,NA,1792147
West Virginia,2020-12-11,NA,NA,1792147
West Virginia,2020-12-12,NA,NA,1792147
West Virginia,2020-12-13,0.0017855678133545964,32,1792147
West Virginia,2020-12-14,0.0017855678133545964,32,1792147
West Virginia,2020-12-15,0.0019529647958565898,35,1792147
West Virginia,2020-12-16,0.0028457487025338878,51,1792147
West Virginia,2020-12-17,0.006807477288414398,122,1792147
West Virginia,2020-12-18,0.016572301267697348,297,1792147
West Virginia,2020-12-19,0.018860060028557925,338,1792147
West Virginia,2020-12-20,0.021203617783585833,380,1792147
West Virginia,2020-12-21,0.03141483371620743,563,1792147
West Virginia,2020-12-22,0.05038649173310002,903,1792147
West Virginia,2020-12-23,0.07923457171761022,1420,1792147
West Virginia,2020-12-24,0.08872040072605651,1590,1792147
West Virginia,2020-12-25,0.08883199871439118,1592,1792147
West Virginia,2020-12-26,0.09519308404946693,1706,1792147
West Virginia,2020-12-27,0.10216795832038332,1831,1792147
West Virginia,2020-12-28,0.14563537477673427,2610,1792147
West Virginia,2020-12-29,0.1743718567729098,3125,1792147
West Virginia,2020-12-30,0.20857664019748381,3738,1792147
West Virginia,2020-12-31,0.2214662078501373,3969,1792147
West Virginia,2021-01-01,0.2238097656051652,4011,1792147
West Virginia,2021-01-02,0.2260975243660258,4052,1792147
West Virginia,2021-01-03,0.2273809012318744,4075,1792147
West Virginia,2021-01-04,0.2449575843945837,4390,1792147
West Virginia,2021-01-05,0.29456289020934107,5279,1792147
West Virginia,2021-01-06,0.6397912671226189,11466,1792147
West Virginia,2021-01-07,0.8503766711101266,15240,1792147
West Virginia,2021-01-08,1.0328393820372994,18510,1792147
West Virginia,2021-01-09,1.0780365673128376,19320,1792147
West Virginia,2021-01-10,1.0893079641346386,19522,1792147
West Virginia,2021-01-11,1.1571595410421132,20738,1792147
West Virginia,2021-01-12,1.2443175699314846,22300,1792147
West Virginia,2021-01-13,1.4434641801146892,25869,1792147
West Virginia,2021-01-14,1.542674791744204,27647,1792147
West Virginia,2021-01-15,1.6207375845843002,29046,1792147
West Virginia,2021-01-16,1.6632564181398066,29808,1792147
West Virginia,2021-01-17,1.6667717547723484,29871,1792147
West Virginia,2021-01-18,1.7312753920297832,31027,1792147
West Virginia,2021-01-19,1.8627378222880155,33383,1792147
West Virginia,2021-01-20,2.239771625876672,40140,1792147
West Virginia,2021-01-21,2.47250923054861,44311,1792147
West Virginia,2021-01-22,2.637618454289743,47270,1792147
West Virginia,2021-01-23,2.7170204229898554,48693,1792147
West Virginia,2021-01-24,2.748323658717728,49254,1792147
West Virginia,2021-01-25,2.967055715853666,53174,1792147
West Virginia,2021-01-26,3.1180477940704643,55880,1792147
West Virginia,2021-01-27,3.4728735979805228,62239,1792147
West Virginia,2021-01-28,3.9183727674124946,70223,1792147
West Virginia,2021-01-29,4.338539193492498,77753,1792147
West Virginia,2021-01-30,4.481049824595862,80307,1792147
West Virginia,2021-01-31,4.490312457627639,80473,1792147
West Virginia,2021-02-01,4.641192937856102,83177,1792147
West Virginia,2021-02-02,4.80390280484804,86093,1792147
West Virginia,2021-02-03,5.160681573553956,92487,1792147
West Virginia,2021-02-04,5.67721286256094,101744,1792147
West Virginia,2021-02-05,6.372189334915049,114199,1792147
West Virginia,2021-02-06,6.621945632808022,118675,1792147
West Virginia,2021-02-07,6.647836366101664,119139,1792147
West Virginia,2021-02-08,6.82544456453628,122322,1792147
West Virginia,2021-02-09,7.00316436095923,125507,1792147
West Virginia,2021-02-10,7.283052115702563,130523,1792147
West Virginia,2021-02-11,7.6722501000196965,137498,1792147
West Virginia,2021-02-12,8.396242049340819,150473,1792147
West Virginia,2021-02-13,8.78359866685043,157415,1792147
West Virginia,2021-02-14,8.796153440538081,157640,1792147
West Virginia,2021-02-15,8.963941015999245,160647,1792147
West Virginia,2021-02-16,9.053833195602817,162258,1792147
West Virginia,2021-02-17,9.332549171468635,167253,1792147
West Virginia,2021-02-18,9.60590844389439,172152,1792147
West Virginia,2021-02-19,10.105979029622011,181114,1792147
West Virginia,2021-02-20,10.322981317938764,185003,1792147
West Virginia,2021-02-21,10.346082101524038,185417,1792147
West Virginia,2021-02-22,10.461920813415418,187493,1792147
West Virginia,2021-02-23,10.601753092798749,189999,1792147
West Virginia,2021-02-24,11.008918353237766,197296,1792147
West Virginia,2021-02-25,11.544421300261641,206893,1792147
West Virginia,2021-02-26,12.21914273773301,218985,1792147
West Virginia,2021-02-27,12.422251076502095,222625,1792147
West Virginia,2021-02-28,12.428556362843004,222738,1792147
West Virginia,2021-03-01,12.490325849386238,223845,1792147
West Virginia,2021-03-02,12.616375777210239,226104,1792147
West Virginia,2021-03-03,12.866522668062386,230587,1792147
West Virginia,2021-03-04,13.316485757027744,238651,1792147
West Virginia,2021-03-05,13.759194976751349,246585,1792147
West Virginia,2021-03-06,13.925252783393328,249561,1792147
West Virginia,2021-03-07,13.942606270579367,249872,1792147
West Virginia,2021-03-08,14.007221505825134,251030,1792147
West Virginia,2021-03-09,14.078755816347655,252312,1792147
West Virginia,2021-03-10,14.464661660008918,259228,1792147
West Virginia,2021-03-11,14.964620647748204,268188,1792147
West Virginia,2021-03-12,15.693634506544385,281253,1792147
West Virginia,2021-03-13,15.969504733707671,286197,1792147
West Virginia,2021-03-14,16.0531474259645,287696,1792147
West Virginia,2021-03-15,16.119046038076117,288877,1792147
West Virginia,2021-03-16,16.203414117257122,290389,1792147
West Virginia,2021-03-17,16.57481222243488,297045,1792147
West Virginia,2021-03-18,17.068075330874084,305885,1792147
West Virginia,2021-03-19,17.683426638551413,316913,1792147
West Virginia,2021-03-20,17.80624022471371,319114,1792147
West Virginia,2021-03-21,17.85199539993092,319934,1792147
West Virginia,2021-03-22,18.03685746760729,323247,1792147
West Virginia,2021-03-23,18.35608351323859,328968,1792147
West Virginia,2021-03-24,18.89755695263837,338672,1792147
West Virginia,2021-03-25,19.859643210071496,355914,1792147
West Virginia,2021-03-26,20.842151899369863,373522,1792147
West Virginia,2021-03-27,21.187045482318137,379703,1792147
West Virginia,2021-03-28,21.308296696643747,381876,1792147
West Virginia,2021-03-29,21.56335389898262,386447,1792147
West Virginia,2021-03-30,21.84988173403186,391582,1792147
West Virginia,2021-03-31,22.523431392625717,403653,1792147
West Virginia,2021-04-01,23.824942931578715,426978,1792147
West Virginia,2021-04-02,24.60802601572304,441012,1792147
West Virginia,2021-04-03,24.968766513014838,447477,1792147
West Virginia,2021-04-04,25.028583034762214,448549,1792147
West Virginia,2021-04-05,25.321527754140703,453799,1792147
West Virginia,2021-04-06,25.679813095689134,460220,1792147
West Virginia,2021-04-07,26.49341822964299,474801,1792147
West Virginia,2021-04-08,27.642710112507512,495398,1792147
West Virginia,2021-04-09,28.601057837331425,512573,1792147
West Virginia,2021-04-10,29.051188323279288,520640,1792147
West Virginia,2021-04-11,29.111283839997498,521717,1792147
West Virginia,2021-04-12,29.32744914340174,525591,1792147
West Virginia,2021-04-13,29.645949802108866,531299,1792147
West Virginia,2021-04-14,30.179053392383548,540853,1792147
West Virginia,2021-04-15,31.081267329075125,557022,1792147
West Virginia,2021-04-16,31.928630854500216,572208,1792147
West Virginia,2021-04-17,32.20271551385015,577120,1792147
West Virginia,2021-04-18,32.29043153268119,578692,1792147
West Virginia,2021-04-19,32.59665641267151,584180,1792147
West Virginia,2021-04-20,32.987918959772834,591192,1792147
West Virginia,2021-04-21,33.56666612727639,601564,1792147
West Virginia,2021-04-22,34.515862817056856,618575,1792147
West Virginia,2021-04-23,34.99227462925753,627113,1792147
West Virginia,2021-04-24,35.24934059538643,631720,1792147
West Virginia,2021-04-25,35.279304655254286,632257,1792147
West Virginia,2021-04-26,35.485537737696745,635953,1792147
West Virginia,2021-04-27,35.822228868502414,641987,1792147
West Virginia,2021-04-28,36.373801925846486,651872,1792147
West Virginia,2021-04-29,37.01498816782329,663363,1792147
West Virginia,2021-04-30,37.43900472450083,670962,1792147
West Virginia,2021-05-01,37.59194976751349,673703,1792147
West Virginia,2021-05-02,37.63552878195818,674484,1792147
West Virginia,2021-05-03,37.82072564359955,677803,1792147
West Virginia,2021-05-04,38.11221958912969,683027,1792147
West Virginia,2021-05-05,38.4490223179237,689063,1792147
West Virginia,2021-05-06,38.89452148735567,697047,1792147
West Virginia,2021-05-07,39.19706363373094,702469,1792147
West Virginia,2021-05-08,39.26792835632345,703739,1792147
West Virginia,2021-05-09,39.299398989033826,704303,1792147
West Virginia,2021-05-10,39.412559349205175,706331,1792147
West Virginia,2021-05-11,39.574432231284604,709232,1792147
West Virginia,2021-05-12,39.74841349509834,712350,1792147
West Virginia,2021-05-13,39.98550342131533,716599,1792147
West Virginia,2021-05-14,40.19123431281027,720286,1792147
West Virginia,2021-05-15,40.27297983926542,721751,1792147
West Virginia,2021-05-16,40.30595704481831,722342,1792147
West Virginia,2021-05-17,40.411417143794566,724232,1792147
West Virginia,2021-05-18,40.55610393567046,726825,1792147
West Virginia,2021-05-19,40.72322192320161,729820,1792147
West Virginia,2021-05-20,40.94329315619757,733764,1792147
West Virginia,2021-05-21,41.12776463091477,737070,1792147
West Virginia,2021-05-22,41.21196531311326,738579,1792147
West Virginia,2021-05-23,41.24550050860783,739180,1792147
West Virginia,2021-05-24,41.33935441679728,740862,1792147
West Virginia,2021-05-25,41.46043823414039,743032,1792147
West Virginia,2021-05-26,41.60903095560799,745695,1792147
West Virginia,2021-05-27,41.77430757633162,748657,1792147
West Virginia,2021-05-28,41.90978753416991,751085,1792147
West Virginia,2021-05-29,41.96820908106311,752132,1792147
West Virginia,2021-05-30,42.001800075551834,752734,1792147
West Virginia,2021-05-31,42.019265160726214,753047,1792147
West Virginia,2021-06-01,42.1446455006202,755294,1792147
West Virginia,2021-06-02,42.282245820236845,757760,1792147
West Virginia,2021-06-03,42.48362439018674,761369,1792147
West Virginia,2021-06-04,42.695325774057594,765163,1792147
West Virginia,2021-06-05,42.784883159696165,766768,1792147
West Virginia,2021-06-06,42.834823259475925,767663,1792147
West Virginia,2021-06-07,42.95975720741658,769902,1792147
West Virginia,2021-06-08,43.14422868213378,773208,1792147
West Virginia,2021-06-09,43.33294088040769,776590,1792147
West Virginia,2021-06-10,43.54146172161101,780327,1792147
West Virginia,2021-06-11,43.73519582935998,783799,1792147
West Virginia,2021-06-12,43.859683385347296,786030,1792147
West Virginia,2021-06-13,43.907112530389526,786880,1792147
West Virginia,2021-06-14,44.03243707128935,789126,1792147
West Virginia,2021-06-15,44.196653511123806,792069,1792147
West Virginia,2021-06-16,44.35796840326156,794960,1792147
West Virginia,2021-06-17,44.523356621973534,797924,1792147
West Virginia,2021-06-18,44.648513765890854,800167,1792147
West Virginia,2021-06-19,44.706042528877376,801198,1792147
West Virginia,2021-06-20,44.73377462897854,801695,1792147
West Virginia,2021-06-21,44.78538869858332,802620,1792147
West Virginia,2021-06-22,44.87427649629188,804213,1792147
West Virginia,2021-06-23,44.96768401252799,805887,1792147
West Virginia,2021-06-24,45.07096795073172,807738,1792147
West Virginia,2021-06-25,45.17430768792961,809590,1792147
West Virginia,2021-06-26,45.219839667170156,810406,1792147
West Virginia,2021-06-27,45.245060812533794,810858,1792147
West Virginia,2021-06-28,45.30286857049115,811894,1792147
West Virginia,2021-06-29,45.37077594639279,813111,1792147
West Virginia,2021-06-30,45.449508327162896,814522,1792147
West Virginia,2021-07-01,45.54308324038151,816199,1792147
West Virginia,2021-07-02,45.61857927948991,817552,1792147
West Virginia,2021-07-03,45.64960352024695,818108,1792147
West Virginia,2021-07-04,45.654625429722,818198,1792147
West Virginia,2021-07-05,45.70171978079923,819042,1792147
West Virginia,2021-07-06,45.76817638285252,820233,1792147
West Virginia,2021-07-07,45.8414962611884,821547,1792147
West Virginia,2021-07-08,45.922293204742694,822995,1792147
West Virginia,2021-07-09,45.99639426899691,824323,1792147
West Virginia,2021-07-10,46.02981786650314,824922,1792147
West Virginia,2021-07-11,46.04694815771251,825229,1792147
West Virginia,2021-07-12,46.10018039814815,826183,1792147
West Virginia,2021-07-13,46.15079008585791,827090,1792147
West Virginia,2021-07-14,46.21088560257613,828167,1792147
West Virginia,2021-07-15,46.28002055634945,829406,1792147
West Virginia,2021-07-16,46.34151104792185,830508,1792147
West Virginia,2021-07-17,46.37326067560306,831077,1792147
West Virginia,2021-07-18,46.389888775864925,831375,1792147
West Virginia,2021-07-19,46.43073363959541,832107,1792147
West Virginia,2021-07-20,46.47381046309259,832879,1792147
West Virginia,2021-07-21,46.52765649246406,833844,1792147
West Virginia,2021-07-22,46.58998396894898,834961,1792147
West Virginia,2021-07-23,46.644387988262125,835936,1792147
West Virginia,2021-07-24,46.679429756599205,836564,1792147
West Virginia,2021-07-25,46.69209612827519,836791,1792147
West Virginia,2021-07-26,46.734893956801535,837558,1792147
West Virginia,2021-07-27,46.77724539337454,838317,1792147
West Virginia,2021-07-28,46.83393717144855,839333,1792147
West Virginia,2021-07-29,46.88811799478503,840304,1792147
West Virginia,2021-07-30,46.95038967227577,841420,1792147
West Virginia,2021-07-31,46.97968414421362,841945,1792147
West Virginia,2021-08-01,46.996647038440486,842249,1792147
West Virginia,2021-08-02,47.04067244483851,843038,1792147
West Virginia,2021-08-03,47.08564643413738,843844,1792147
West Virginia,2021-08-04,47.13525173995213,844733,1792147
West Virginia,2021-08-05,47.19685382951287,845837,1792147
West Virginia,2021-08-06,47.2586233160561,846944,1792147
West Virginia,2021-08-07,47.290986732673154,847524,1792147
West Virginia,2021-08-08,47.31068377761423,847877,1792147
West Virginia,2021-08-09,47.35844771662146,848733,1792147
West Virginia,2021-08-10,47.409559595278736,849649,1792147
West Virginia,2021-08-11,47.473226247623664,850790,1792147
West Virginia,2021-08-12,47.54174741246114,852018,1792147
West Virginia,2021-08-13,47.60753442658442,853197,1792147
West Virginia,2021-08-14,47.64491975267654,853867,1792147
West Virginia,2021-08-15,47.66902491815683,854299,1792147
West Virginia,2021-08-16,47.72928783185754,855379,1792147
West Virginia,2021-08-17,47.79356827313831,856531,1792147
West Virginia,2021-08-18,47.865325779637494,857817,1792147
West Virginia,2021-08-19,47.94305377851259,859210,1792147
West Virginia,2021-08-20,48.02859363657111,860743,1792147
West Virginia,2021-08-21,48.08456002772094,861746,1792147
West Virginia,2021-08-22,48.11653285137882,862319,1792147
West Virginia,2021-08-23,48.18907154379635,863619,1792147
West Virginia,2021-08-24,48.2578159046105,864851,1792147
West Virginia,2021-08-25,48.34218398379151,866363,1792147
West Virginia,2021-08-26,48.439274233642664,868103,1792147
West Virginia,2021-08-27,48.54707789037395,870035,1792147
West Virginia,2021-08-28,48.61448307532809,871243,1792147
West Virginia,2021-08-29,48.65041762757185,871887,1792147
West Virginia,2021-08-30,48.72998699325446,873313,1792147
West Virginia,2021-08-31,48.82244592658972,874970,1792147
West Virginia,2021-09-01,48.904972638963216,876449,1792147
West Virginia,2021-09-02,48.9991055421235,878136,1792147
West Virginia,2021-09-03,49.09865094771801,879920,1792147
West Virginia,2021-09-04,49.152775972060326,880890,1792147
West Virginia,2021-09-05,49.19105408205912,881576,1792147
West Virginia,2021-09-06,49.211364915936024,881940,1792147
West Virginia,2021-09-07,49.31236109537889,883750,1792147
West Virginia,2021-09-08,49.40961874221255,885493,1792147
West Virginia,2021-09-09,49.52233271043056,887513,1792147
West Virginia,2021-09-10,49.64408611570368,889695,1792147
West Virginia,2021-09-11,49.71149130065781,890903,1792147
West Virginia,2021-09-12,49.75177817444663,891625,1792147
West Virginia,2021-09-13,49.847473449443605,893340,1792147
West Virginia,2021-09-14,49.94713045302645,895126,1792147
West Virginia,2021-09-15,50.05688707455359,897093,1792147
West Virginia,2021-09-16,50.177970891896706,899263,1792147
West Virginia,2021-09-17,50.32360626667344,901873,1792147
West Virginia,2021-09-18,50.395921763114295,903169,1792147
West Virginia,2021-09-19,50.443350908156525,904019,1792147
West Virginia,2021-09-20,50.54005056504851,905752,1792147
West Virginia,2021-09-21,50.6343508651913,907442,1792147
West Virginia,2021-09-22,50.74254511488176,909381,1792147
West Virginia,2021-09-23,50.85983460062149,911483,1792147
West Virginia,2021-09-24,50.98789329223551,913778,1792147
West Virginia,2021-09-25,51.04731922102373,914843,1792147
West Virginia,2021-09-26,51.08654591392335,915546,1792147
West Virginia,2021-09-27,51.14457686785738,916586,1792147
West Virginia,2021-09-28,51.23112110781091,918137,1792147
West Virginia,2021-09-29,51.325867799907044,919835,1792147
West Virginia,2021-09-30,51.43249967776081,921746,1792147
West Virginia,2021-10-01,51.573559535015825,924274,1792147
West Virginia,2021-10-02,51.64682361435753,925587,1792147
West Virginia,2021-10-03,51.688170669035514,926328,1792147
West Virginia,2021-10-04,51.769971994484834,927794,1792147
West Virginia,2021-10-05,51.854842264613346,929315,1792147
West Virginia,2021-10-06,51.948138182861115,930987,1792147
West Virginia,2021-10-07,52.04684660354313,932756,1792147
West Virginia,2021-10-08,52.16938119473459,934952,1792147
West Virginia,2021-10-09,52.21725673173015,935810,1792147
West Virginia,2021-10-10,52.24956434935304,936389,1792147
West Virginia,2021-10-11,52.325618378403114,937752,1792147
West Virginia,2021-10-12,52.401560809464854,939113,1792147
West Virginia,2021-10-13,52.48285994396665,940570,1792147
West Virginia,2021-10-14,52.5704085658152,942139,1792147
West Virginia,2021-10-15,52.67425049396059,944000,1792147
West Virginia,2021-10-16,52.71788530739945,944782,1792147
West Virginia,2021-10-17,52.74316225175725,945235,1792147
West Virginia,2021-10-18,52.80459694433548,946336,1792147
West Virginia,2021-10-19,52.857326993823605,947281,1792147
West Virginia,2021-10-20,52.92227702303438,948445,1792147
West Virginia,2021-10-21,52.98795243916933,949622,1792147
West Virginia,2021-10-22,53.071706729414494,951123,1792147
West Virginia,2021-10-23,53.10289836715404,951682,1792147
West Virginia,2021-10-24,53.12566435677431,952090,1792147
West Virginia,2021-10-25,53.18380690869666,953132,1792147
West Virginia,2021-10-26,53.2430096415082,954193,1792147
West Virginia,2021-10-27,53.305169721010614,955307,1792147
West Virginia,2021-10-28,53.37424887578977,956545,1792147
West Virginia,2021-10-29,53.45270226158904,957951,1792147
West Virginia,2021-10-30,53.47792340695266,958403,1792147
West Virginia,2021-10-31,53.495221095144544,958713,1792147
West Virginia,2021-11-01,53.543543024093445,959579,1792147
West Virginia,2021-11-02,53.597444852459084,960545,1792147
West Virginia,2021-11-03,53.65235106271974,961529,1792147
West Virginia,2021-11-04,53.70932183576459,962550,1792147
West Virginia,2021-11-05,53.78247431711796,963861,1792147
West Virginia,2021-11-06,53.81321956290416,964412,1792147
West Virginia,2021-11-07,53.82984766316602,964710,1792147
West Virginia,2021-11-08,53.87448685849989,965510,1792147
West Virginia,2021-11-09,53.91678249607873,966268,1792147
West Virginia,2021-11-10,53.96158908839509,967071,1792147
West Virginia,2021-11-11,53.997746836615526,967719,1792147
West Virginia,2021-11-12,54.05187186095783,968689,1792147
West Virginia,2021-11-13,54.07290808175892,969066,1792147
West Virginia,2021-11-14,54.08468166952822,969277,1792147
West Virginia,2021-11-15,54.1211184127195,969930,1792147
West Virginia,2021-11-16,54.15945232171245,970617,1792147
West Virginia,2021-11-17,54.19884641159458,971323,1792147
West Virginia,2021-11-18,54.24175583810926,972092,1792147
West Virginia,2021-11-19,54.28885018918649,972936,1792147
West Virginia,2021-11-20,54.3120625707601,973352,1792147
West Virginia,2021-11-21,54.32272017864606,973543,1792147
West Virginia,2021-11-22,54.354525605321435,974113,1792147
West Virginia,2021-11-23,54.38504765513097,974660,1792147
West Virginia,2021-11-24,54.41439792606298,975186,1792147
West Virginia,2021-11-25,54.41495591600466,975196,1792147
West Virginia,2021-11-26,54.45373621695096,975891,1792147
West Virginia,2021-11-27,54.488443191323036,976513,1792147
West Virginia,2021-11-28,54.508140236264104,976866,1792147
West Virginia,2021-11-29,54.57208588357986,978012,1792147
West Virginia,2021-11-30,54.64244841522486,979273,1792147
West Virginia,2021-12-01,54.73646972039682,980958,1792147
West Virginia,2021-12-02,54.82781267384874,982595,1792147
West Virginia,2021-12-03,54.9554807725036,984883,1792147
West Virginia,2021-12-04,55.01685966608766,985983,1792147
West Virginia,2021-12-05,55.04369898228214,986464,1792147
West Virginia,2021-12-06,55.10825841853375,987621,1792147
West Virginia,2021-12-07,55.16852133223446,988701,1792147
West Virginia,2021-12-08,55.22694287912766,989748,1792147
West Virginia,2021-12-09,55.30299690817774,991111,1792147
West Virginia,2021-12-10,55.392721690798794,992719,1792147
West Virginia,2021-12-11,55.424248122503336,993284,1792147
West Virginia,2021-12-12,55.43819787104518,993534,1792147
West Virginia,2021-12-13,55.47837314684565,994254,1792147
West Virginia,2021-12-14,55.52211955827284,995038,1792147
West Virginia,2021-12-15,55.5655869747292,995817,1792147
West Virginia,2021-12-16,55.60821740627303,996581,1792147
West Virginia,2021-12-17,55.65665093321029,997449,1792147
West Virginia,2021-12-18,55.67857993791804,997842,1792147
West Virginia,2021-12-19,55.69029772669318,998052,1792147
West Virginia,2021-12-20,55.728241042726964,998732,1792147
West Virginia,2021-12-21,55.76897430846911,999462,1792147
West Virginia,2021-12-22,55.8185238152897,1000350,1792147
West Virginia,2021-12-23,55.848208880186725,1000882,1792147
West Virginia,2021-12-24,55.857192518247665,1001043,1792147
West Virginia,2021-12-25,55.85730411623601,1001045,1792147
West Virginia,2021-12-26,55.87192345270784,1001307,1792147
West Virginia,2021-12-27,55.918125019878396,1002135,1792147
West Virginia,2021-12-28,55.96605635586813,1002994,1792147
West Virginia,2021-12-29,56.018061018432086,1003926,1792147
West Virginia,2021-12-30,56.065601761462645,1004778,1792147
West Virginia,2021-12-31,56.088925741024596,1005196,1792147
West Virginia,2022-01-01,56.09478463541217,1005301,1792147
West Virginia,2022-01-02,56.109013378924836,1005556,1792147
West Virginia,2022-01-03,56.145059529156924,1006202,1792147
West Virginia,2022-01-04,56.18227745826654,1006869,1792147
West Virginia,2022-01-05,56.22541008075789,1007642,1792147
West Virginia,2022-01-06,56.26273960785583,1008311,1792147
West Virginia,2022-01-07,56.28969052203865,1008794,1792147
West Virginia,2022-01-08,56.30743460218386,1009112,1792147
West Virginia,2022-01-09,56.319208189953166,1009323,1792147
West Virginia,2022-01-10,56.35123681260522,1009897,1792147
West Virginia,2022-01-11,56.386501776918976,1010529,1792147
West Virginia,2022-01-12,56.42271532413356,1011178,1792147
West Virginia,2022-01-13,56.459207866319005,1011832,1792147
West Virginia,2022-01-14,56.50122450892701,1012585,1792147
West Virginia,2022-01-15,56.51416987557383,1012817,1792147
West Virginia,2022-01-16,56.52214913173975,1012960,1792147
West Virginia,2022-01-17,56.53035158388236,1013107,1792147
West Virginia,2022-01-18,56.550550819770926,1013469,1792147
West Virginia,2022-01-19,56.58330482934715,1014056,1792147
West Virginia,2022-01-20,56.60969775358829,1014529,1792147
West Virginia,2022-01-21,56.64557650683789,1015172,1792147
West Virginia,2022-01-22,56.65958205437389,1015423,1792147
West Virginia,2022-01-23,56.671411441137366,1015635,1792147
West Virginia,2022-01-24,56.69886454626769,1016127,1792147
West Virginia,2022-01-25,56.725759661456344,1016609,1792147
West Virginia,2022-01-26,56.76225220364177,1017263,1792147
West Virginia,2022-01-27,56.791993067532964,1017796,1792147
West Virginia,2022-01-28,56.82346370024334,1018360,1792147
West Virginia,2022-01-29,56.8365206648785,1018594,1792147
West Virginia,2022-01-30,56.84383033311442,1018725,1792147
West Virginia,2022-01-31,56.86620572977551,1019126,1792147
West Virginia,2022-02-01,56.89209646306915,1019590,1792147
West Virginia,2022-02-02,56.92479467365121,1020176,1792147
West Virginia,2022-02-03,56.95397754760073,1020699,1792147
West Virginia,2022-02-04,56.9852807833286,1021260,1792147
West Virginia,2022-02-05,57.000737104712954,1021537,1792147
West Virginia,2022-02-06,57.00810257194304,1021669,1792147
West Virginia,2022-02-07,57.02796701386661,1022025,1792147
West Virginia,2022-02-08,57.04799885277267,1022384,1792147
West Virginia,2022-02-09,57.07361059109548,1022843,1792147
West Virginia,2022-02-10,57.100226711313304,1023320,1792147
West Virginia,2022-02-11,57.13543587663289,1023951,1792147
West Virginia,2022-02-12,57.147711655349696,1024171,1792147
West Virginia,2022-02-13,57.15429593666145,1024289,1792147
West Virginia,2022-02-14,57.16662751437242,1024510,1792147
West Virginia,2022-02-15,57.184427393511804,1024829,1792147
West Virginia,2022-02-16,57.203566448511204,1025172,1792147
West Virginia,2022-02-17,57.22198011658642,1025502,1792147
West Virginia,2022-02-18,57.24904262875757,1025987,1792147
West Virginia,2022-02-19,57.25864005575435,1026159,1792147
West Virginia,2022-02-20,57.26427575416525,1026260,1792147
West Virginia,2022-02-21,57.27856029667209,1026516,1792147
West Virginia,2022-02-22,57.293737623085605,1026788,1792147
West Virginia,2022-02-23,57.31382526098584,1027148,1792147
West Virginia,2022-02-24,57.33106715018354,1027457,1792147
West Virginia,2022-02-25,57.35227076796714,1027837,1792147
